,,S0,K,T,r,sigma,moneyness,log_moneyness,sigma_sqrt_t,time_decay_factor,time_step,config_name,config_option_type
3,0,70.08000183105469,71.85,1.1205479452054794,0.0438500022888183,0.2482,0.9753653699520486,-0.02494313976883476,0.2627344362659756,0.9520516133448755,0,G9F6C 71.85 Comdty,arithmetic
3,1,70.58000183105469,71.85,1.1178082191780825,0.0449399995803833,0.2446,0.982324312192828,-0.017833768334942105,0.25860689626249445,0.9510065766974146,1,G9F6C 71.85 Comdty,arithmetic
3,2,69.91000366210938,71.85,1.115068493150685,0.0457000017166137,0.24789999999999998,0.9729993550745912,-0.027371859617943403,0.2617744761357844,0.9503179824250041,2,G9F6C 71.85 Comdty,arithmetic
3,3,69.45999908447266,71.85,1.1123287671232878,0.0452400016784668,0.2491,0.9667362433468707,-0.0338295783897473,0.26271829206642877,0.9509234106332246,3,G9F6C 71.85 Comdty,arithmetic
3,4,69.23999786376953,71.85,1.104109589041096,0.0459899997711181,0.25170000000000003,0.9636742917713227,-0.0370019130695745,0.2644778503815882,0.950489656055984,4,G9F6C 71.85 Comdty,arithmetic
3,5,70.0999984741211,71.85,1.1013698630136983,0.0459100008010864,0.2509,0.9756436809202659,-0.024657840251663756,0.2633099409181153,0.950693185714754,5,G9F6C 71.85 Comdty,arithmetic
3,6,69.62000274658203,71.85,1.095890410958904,0.045789999961853,0.2457,0.9689631558327354,-0.031528690690692765,0.25721051556083097,0.9510574369616897,6,G9F6C 71.85 Comdty,arithmetic
3,7,70.5999984741211,71.85,1.093150684931507,0.0461899995803833,0.237,0.9826026231610452,-0.017550489638853403,0.247792616560538,0.9507609360604792,7,G9F6C 71.85 Comdty,arithmetic
3,8,70.98999786376953,71.85,1.084931506849315,0.0454500007629394,0.237,0.9880305896140507,-0.012041620565731128,0.24685930772044865,0.9518858681126297,8,G9F6C 71.85 Comdty,arithmetic
3,9,73.12999725341797,71.85,1.0767123287671232,0.0457499980926513,0.2253,1.017814853909784,0.01765802920029722,0.2337819811540846,0.951933987946338,9,G9F6C 71.85 Comdty,arithmetic
3,10,73.95999908447266,71.85,1.073972602739726,0.0459600019454956,0.2211,1.0293667235138853,0.028943781615207772,0.22913178788456676,0.9518386128191062,10,G9F6C 71.85 Comdty,arithmetic
3,11,73.55999755859375,71.85,1.0657534246575342,0.0461800003051757,0.21739999999999998,1.0237995484842555,0.023520754021767693,0.22443361675285436,0.9519750110085052,11,G9F6C 71.85 Comdty,arithmetic
3,12,73.31999969482422,71.85,1.0602739726027397,0.0469299983978271,0.2227,1.0204592859404902,0.020252806284225638,0.22931331219683898,0.9514590258767754,12,G9F6C 71.85 Comdty,arithmetic
3,13,75.44000244140625,71.85,1.021917808219178,0.0459899997711181,0.20739999999999997,1.0499652392680063,0.04875705816239262,0.20966055723543703,0.9540893059902346,13,G9F6C 71.85 Comdty,arithmetic
3,14,73.16999816894531,71.85,1.008219178082192,0.0452799987792968,0.1934,1.01837158203125,0.01820486334624005,0.19419316805837417,0.955374218757951,14,G9F6C 71.85 Comdty,arithmetic
4,0,70.08000183105469,72.2,1.1205479452054794,0.0438500022888183,0.2482,0.9706371444744416,-0.029802573142581477,0.2627344362659756,0.9520516133448755,0,G9F6C 72.2 Comdty,arithmetic
4,1,70.58000183105469,72.2,1.1178082191780825,0.0449399995803833,0.2446,0.9775623522306743,-0.022693201708688795,0.25860689626249445,0.9510065766974146,1,G9F6C 72.2 Comdty,arithmetic
4,2,69.91000366210938,72.2,1.115068493150685,0.0457000017166137,0.24789999999999998,0.9682825991981907,-0.03223129299169017,0.2617744761357844,0.9503179824250041,2,G9F6C 72.2 Comdty,arithmetic
4,3,69.45999908447266,72.2,1.1123287671232878,0.0452400016784668,0.2491,0.9620498488154107,-0.03868901176349404,0.26271829206642877,0.9509234106332246,3,G9F6C 72.2 Comdty,arithmetic
4,4,69.23999786376953,72.2,1.104109589041096,0.0459899997711181,0.25170000000000003,0.9590027404954228,-0.04186134644332127,0.2644778503815882,0.950489656055984,4,G9F6C 72.2 Comdty,arithmetic
4,5,70.0999984741211,72.2,1.1013698630136983,0.0459100008010864,0.2509,0.9709141062897658,-0.029517273625410522,0.2633099409181153,0.950693185714754,5,G9F6C 72.2 Comdty,arithmetic
4,6,69.62000274658203,72.2,1.095890410958904,0.045789999961853,0.2457,0.9642659660191417,-0.03638812406443947,0.25721051556083097,0.9510574369616897,6,G9F6C 72.2 Comdty,arithmetic
4,7,70.5999984741211,72.2,1.093150684931507,0.0461899995803833,0.237,0.9778393140459984,-0.022409923012600145,0.247792616560538,0.9507609360604792,7,G9F6C 72.2 Comdty,arithmetic
4,8,70.98999786376953,72.2,1.084931506849315,0.0454500007629394,0.237,0.9832409676422372,-0.016901053939477908,0.24685930772044865,0.9518858681126297,8,G9F6C 72.2 Comdty,arithmetic
4,9,73.12999725341797,72.2,1.0767123287671232,0.0457499980926513,0.2253,1.0128808483852905,0.012798595826550498,0.2337819811540846,0.951933987946338,9,G9F6C 72.2 Comdty,arithmetic
4,10,73.95999908447266,72.2,1.073972602739726,0.0459600019454956,0.2211,1.024376718621505,0.02408434824146115,0.22913178788456676,0.9518386128191062,10,G9F6C 72.2 Comdty,arithmetic
4,11,73.55999755859375,72.2,1.0657534246575342,0.0461800003051757,0.21739999999999998,1.0188365312824619,0.01866132064802097,0.22443361675285436,0.9519750110085052,11,G9F6C 72.2 Comdty,arithmetic
4,12,73.31999969482422,72.2,1.0602739726027397,0.0469299983978271,0.2227,1.0155124611471498,0.015393372910478941,0.22931331219683898,0.9514590258767754,12,G9F6C 72.2 Comdty,arithmetic
4,13,75.44000244140625,72.2,1.021917808219178,0.0459899997711181,0.20739999999999997,1.0448753800748787,0.04389762478864581,0.20966055723543703,0.9540893059902346,13,G9F6C 72.2 Comdty,arithmetic
4,14,73.16999816894531,72.2,1.008219178082192,0.0452799987792968,0.1934,1.0134348776862232,0.013345429972493474,0.19419316805837417,0.955374218757951,14,G9F6C 72.2 Comdty,arithmetic
5,0,70.08000183105469,73.75,1.1205479452054794,0.0438500022888183,0.2482,0.9502373129634534,-0.051043522463730104,0.2627344362659756,0.9520516133448755,0,G9F6C 73.75 Comdty,arithmetic
5,1,70.58000183105469,73.75,1.1178082191780825,0.0449399995803833,0.2446,0.9570169739804025,-0.043934151029837464,0.25860689626249445,0.9510065766974146,1,G9F6C 73.75 Comdty,arithmetic
5,2,69.91000366210938,73.75,1.115068493150685,0.0457000017166137,0.24789999999999998,0.9479322530455508,-0.053472242312838744,0.2617744761357844,0.9503179824250041,2,G9F6C 73.75 Comdty,arithmetic
5,3,69.45999908447266,73.75,1.1123287671232878,0.0452400016784668,0.2491,0.9418304960606462,-0.05992996108464263,0.26271829206642877,0.9509234106332246,3,G9F6C 73.75 Comdty,arithmetic
5,4,69.23999786376953,73.75,1.104109589041096,0.0459899997711181,0.25170000000000003,0.9388474286612818,-0.06310229576446982,0.2644778503815882,0.950489656055984,4,G9F6C 73.75 Comdty,arithmetic
5,5,70.0999984741211,73.75,1.1013698630136983,0.0459100008010864,0.2509,0.9505084538863877,-0.050758222946559156,0.2633099409181153,0.950693185714754,5,G9F6C 73.75 Comdty,arithmetic
5,6,69.62000274658203,73.75,1.095890410958904,0.045789999961853,0.2457,0.9440000372417903,-0.05762907338558812,0.25721051556083097,0.9510574369616897,6,G9F6C 73.75 Comdty,arithmetic
5,7,70.5999984741211,73.75,1.093150684931507,0.0461899995803833,0.237,0.9572881149033369,-0.0436508723337487,0.247792616560538,0.9507609360604792,7,G9F6C 73.75 Comdty,arithmetic
5,8,70.98999786376953,73.75,1.084931506849315,0.0454500007629394,0.237,0.9625762422206038,-0.038142003260626556,0.24685930772044865,0.9518858681126297,8,G9F6C 73.75 Comdty,arithmetic
5,9,73.12999725341797,73.75,1.0767123287671232,0.0457499980926513,0.2253,0.9915931830971928,-0.008442353494598204,0.2337819811540846,0.951933987946338,9,G9F6C 73.75 Comdty,arithmetic
5,10,73.95999908447266,73.75,1.073972602739726,0.0459600019454956,0.2211,1.0028474452131886,0.0028433989203125246,0.22913178788456676,0.9518386128191062,10,G9F6C 73.75 Comdty,arithmetic
5,11,73.55999755859375,73.75,1.0657534246575342,0.0461800003051757,0.21739999999999998,0.9974236957097458,-0.00257962867312766,0.22443361675285436,0.9519750110085052,11,G9F6C 73.75 Comdty,arithmetic
5,12,73.31999969482422,73.75,1.0602739726027397,0.0469299983978271,0.2227,0.994169487387447,-0.005847576410669644,0.22931331219683898,0.9514590258767754,12,G9F6C 73.75 Comdty,arithmetic
5,13,75.44000244140625,73.75,1.021917808219178,0.0459899997711181,0.20739999999999997,1.0229152873411016,0.022656675467497178,0.20966055723543703,0.9540893059902346,13,G9F6C 73.75 Comdty,arithmetic
5,14,73.16999816894531,73.75,1.008219178082192,0.0452799987792968,0.1934,0.9921355683924789,-0.007895519348655185,0.19419316805837417,0.955374218757951,14,G9F6C 73.75 Comdty,arithmetic
6,0,70.08000183105469,73.8,1.1205479452054794,0.0438500022888183,0.2482,0.9495935207459986,-0.05172125885022759,0.2627344362659756,0.9520516133448755,0,G9F6C 73.8 Comdty,arithmetic
6,1,70.58000183105469,73.8,1.1178082191780825,0.0449399995803833,0.2446,0.956368588496676,-0.04461188741633498,0.25860689626249445,0.9510065766974146,1,G9F6C 73.8 Comdty,arithmetic
6,2,69.91000366210938,73.8,1.115068493150685,0.0457000017166137,0.24789999999999998,0.9472900225218073,-0.054149978699336326,0.2617744761357844,0.9503179824250041,2,G9F6C 73.8 Comdty,arithmetic
6,3,69.45999908447266,73.8,1.1123287671232878,0.0452400016784668,0.2491,0.9411923995185997,-0.060607697471140226,0.26271829206642877,0.9509234106332246,3,G9F6C 73.8 Comdty,arithmetic
6,4,69.23999786376953,73.8,1.104109589041096,0.0459899997711181,0.25170000000000003,0.9382113531676088,-0.06378003215096742,0.2644778503815882,0.950489656055984,4,G9F6C 73.8 Comdty,arithmetic
6,5,70.0999984741211,73.8,1.1013698630136983,0.0459100008010864,0.2509,0.9498644779691205,-0.051435959333056724,0.2633099409181153,0.950693185714754,5,G9F6C 73.8 Comdty,arithmetic
6,6,69.62000274658203,73.8,1.095890410958904,0.045789999961853,0.2457,0.9433604708208948,-0.058306809772085674,0.25721051556083097,0.9510574369616897,6,G9F6C 73.8 Comdty,arithmetic
6,7,70.5999984741211,73.8,1.093150684931507,0.0461899995803833,0.237,0.956639545719798,-0.044328608720246306,0.247792616560538,0.9507609360604792,7,G9F6C 73.8 Comdty,arithmetic
6,8,70.98999786376953,73.8,1.084931506849315,0.0454500007629394,0.237,0.9619240902949802,-0.03881973964712406,0.24685930772044865,0.9518858681126297,8,G9F6C 73.8 Comdty,arithmetic
6,9,73.12999725341797,73.8,1.0767123287671232,0.0457499980926513,0.2253,0.9909213719975335,-0.009120089881095767,0.2337819811540846,0.951933987946338,9,G9F6C 73.8 Comdty,arithmetic
6,10,73.95999908447266,73.8,1.073972602739726,0.0459600019454956,0.2211,1.0021680092746972,0.0021656625338148383,0.22913178788456676,0.9518386128191062,10,G9F6C 73.8 Comdty,arithmetic
6,11,73.55999755859375,73.8,1.0657534246575342,0.0461800003051757,0.21739999999999998,0.9967479343982893,-0.0032573650596252127,0.22443361675285436,0.9519750110085052,11,G9F6C 73.8 Comdty,arithmetic
6,12,73.31999969482422,73.8,1.0602739726027397,0.0469299983978271,0.2227,0.9934959308241764,-0.006525312797167239,0.22931331219683898,0.9514590258767754,12,G9F6C 73.8 Comdty,arithmetic
6,13,75.44000244140625,73.8,1.021917808219178,0.0459899997711181,0.20739999999999997,1.0222222553036078,0.02197893908099972,0.20966055723543703,0.9540893059902346,13,G9F6C 73.8 Comdty,arithmetic
6,14,73.16999816894531,73.8,1.008219178082192,0.0452799987792968,0.1934,0.9914633898231072,-0.008573255735152822,0.19419316805837417,0.955374218757951,14,G9F6C 73.8 Comdty,arithmetic
7,0,70.08000183105469,74.4,1.1205479452054794,0.0438500022888183,0.2482,0.9419355084819178,-0.059818469082847145,0.2627344362659756,0.9520516133448755,0,G9F6C 74.4 Comdty,arithmetic
7,1,70.58000183105469,74.4,1.1178082191780825,0.0449399995803833,0.2446,0.9486559385894446,-0.05270909764895451,0.25860689626249445,0.9510065766974146,1,G9F6C 74.4 Comdty,arithmetic
7,2,69.91000366210938,74.4,1.115068493150685,0.0457000017166137,0.24789999999999998,0.9396505868563088,-0.06224718893195577,0.2617744761357844,0.9503179824250041,2,G9F6C 74.4 Comdty,arithmetic
7,3,69.45999908447266,74.4,1.1123287671232878,0.0452400016784668,0.2491,0.9336021382321593,-0.06870490770375964,0.26271829206642877,0.9509234106332246,3,G9F6C 74.4 Comdty,arithmetic
7,4,69.23999786376953,74.4,1.104109589041096,0.0459899997711181,0.25170000000000003,0.9306451325775474,-0.07187724238358684,0.2644778503815882,0.950489656055984,4,G9F6C 74.4 Comdty,arithmetic
7,5,70.0999984741211,74.4,1.1013698630136983,0.0459100008010864,0.2509,0.9422042805661437,-0.05953316956567618,0.2633099409181153,0.950693185714754,5,G9F6C 74.4 Comdty,arithmetic
7,6,69.62000274658203,74.4,1.095890410958904,0.045789999961853,0.2457,0.9357527250884681,-0.06640402000470522,0.25721051556083097,0.9510574369616897,6,G9F6C 74.4 Comdty,arithmetic
7,7,70.5999984741211,74.4,1.093150684931507,0.0461899995803833,0.237,0.9489247106736706,-0.052425818952865744,0.247792616560538,0.9507609360604792,7,G9F6C 74.4 Comdty,arithmetic
7,8,70.98999786376953,74.4,1.084931506849315,0.0454500007629394,0.237,0.9541666379538914,-0.0469169498797436,0.24685930772044865,0.9518858681126297,8,G9F6C 74.4 Comdty,arithmetic
7,9,73.12999725341797,74.4,1.0767123287671232,0.0457499980926513,0.2253,0.9829300706104565,-0.0172173001137153,0.2337819811540846,0.951933987946338,9,G9F6C 74.4 Comdty,arithmetic
7,10,73.95999908447266,74.4,1.073972602739726,0.0459600019454956,0.2211,0.9940860091999012,-0.005931547698804567,0.22913178788456676,0.9518386128191062,10,G9F6C 74.4 Comdty,arithmetic
7,11,73.55999755859375,74.4,1.0657534246575342,0.0461800003051757,0.21739999999999998,0.9887096446047546,-0.011354575292244706,0.22443361675285436,0.9519750110085052,11,G9F6C 74.4 Comdty,arithmetic
7,12,73.31999969482422,74.4,1.0602739726027397,0.0469299983978271,0.2227,0.9854838668659168,-0.014622523029786718,0.22931331219683898,0.9514590258767754,12,G9F6C 74.4 Comdty,arithmetic
7,13,75.44000244140625,74.4,1.021917808219178,0.0459899997711181,0.20739999999999997,1.013978527438256,0.013881728848380251,0.20966055723543703,0.9540893059902346,13,G9F6C 74.4 Comdty,arithmetic
7,14,73.16999816894531,74.4,1.008219178082192,0.0452799987792968,0.1934,0.9834677173245336,-0.01667046596777233,0.19419316805837417,0.955374218757951,14,G9F6C 74.4 Comdty,arithmetic
8,0,70.08000183105469,77.0,1.1205479452054794,0.0438500022888183,0.2482,0.9101298939098011,-0.09416794909748472,0.2627344362659756,0.9520516133448755,0,G9F6C 77 Comdty,arithmetic
8,1,70.58000183105469,77.0,1.1178082191780825,0.0449399995803833,0.2446,0.9166234004033076,-0.08705857766359214,0.25860689626249445,0.9510065766974146,1,G9F6C 77 Comdty,arithmetic
8,2,69.91000366210938,77.0,1.115068493150685,0.0457000017166137,0.24789999999999998,0.90792212548194,-0.09659666894659337,0.2617744761357844,0.9503179824250041,2,G9F6C 77 Comdty,arithmetic
8,3,69.45999908447266,77.0,1.1123287671232878,0.0452400016784668,0.2491,0.9020779101879566,-0.10305438771839726,0.26271829206642877,0.9509234106332246,3,G9F6C 77 Comdty,arithmetic
8,4,69.23999786376953,77.0,1.104109589041096,0.0459899997711181,0.25170000000000003,0.8992207514775263,-0.10622672239822452,0.2644778503815882,0.950489656055984,4,G9F6C 77 Comdty,arithmetic
8,5,70.0999984741211,77.0,1.1013698630136983,0.0459100008010864,0.2509,0.9103895905730012,-0.09388264958031385,0.2633099409181153,0.950693185714754,5,G9F6C 77 Comdty,arithmetic
8,6,69.62000274658203,77.0,1.095890410958904,0.045789999961853,0.2457,0.9041558798257406,-0.10075350001934281,0.25721051556083097,0.9510574369616897,6,G9F6C 77 Comdty,arithmetic
8,7,70.5999984741211,77.0,1.093150684931507,0.0461899995803833,0.237,0.9168830970665077,-0.08677529896750334,0.247792616560538,0.9507609360604792,7,G9F6C 77 Comdty,arithmetic
8,8,70.98999786376953,77.0,1.084931506849315,0.0454500007629394,0.237,0.9219480242047992,-0.08126642989438111,0.24685930772044865,0.9518858681126297,8,G9F6C 77 Comdty,arithmetic
8,9,73.12999725341797,77.0,1.0767123287671232,0.0457499980926513,0.2253,0.9497402240703632,-0.05156678012835289,0.2337819811540846,0.951933987946338,9,G9F6C 77 Comdty,arithmetic
8,10,73.95999908447266,77.0,1.073972602739726,0.0459600019454956,0.2211,0.960519468629515,-0.04028102771344218,0.22913178788456676,0.9518386128191062,10,G9F6C 77 Comdty,arithmetic
8,11,73.55999755859375,77.0,1.0657534246575342,0.0461800003051757,0.21739999999999998,0.9553246436181007,-0.045704055306882305,0.22443361675285436,0.9519750110085052,11,G9F6C 77 Comdty,arithmetic
8,12,73.31999969482422,77.0,1.0602739726027397,0.0469299983978271,0.2227,0.9522077882444704,-0.04897200304442427,0.22931331219683898,0.9514590258767754,12,G9F6C 77 Comdty,arithmetic
8,13,75.44000244140625,77.0,1.021917808219178,0.0459899997711181,0.20739999999999997,0.9797402914468344,-0.0204677511662574,0.20966055723543703,0.9540893059902346,13,G9F6C 77 Comdty,arithmetic
8,14,73.16999816894531,77.0,1.008219178082192,0.0452799987792968,0.1934,0.9502597164798092,-0.05101994598240989,0.19419316805837417,0.955374218757951,14,G9F6C 77 Comdty,arithmetic
9,0,70.08000183105469,78.45,1.1205479452054794,0.0438500022888183,0.2482,0.8933078627285492,-0.11282400642284249,0.2627344362659756,0.9520516133448755,0,G9F6C 78.45 Comdty,arithmetic
9,1,70.58000183105469,78.45,1.1178082191780825,0.0449399995803833,0.2446,0.8996813490255536,-0.10571463498894991,0.25860689626249445,0.9510065766974146,1,G9F6C 78.45 Comdty,arithmetic
9,2,69.91000366210938,78.45,1.115068493150685,0.0457000017166137,0.24789999999999998,0.8911409007279716,-0.1152527262719512,0.2617744761357844,0.9503179824250041,2,G9F6C 78.45 Comdty,arithmetic
9,3,69.45999908447266,78.45,1.1123287671232878,0.0452400016784668,0.2491,0.8854047047096578,-0.12171044504375501,0.26271829206642877,0.9509234106332246,3,G9F6C 78.45 Comdty,arithmetic
9,4,69.23999786376953,78.45,1.104109589041096,0.0459899997711181,0.25170000000000003,0.8826003551787065,-0.12488277972358233,0.2644778503815882,0.950489656055984,4,G9F6C 78.45 Comdty,arithmetic
